term,avg_tfidf,score_chi,score_llr,score_emi,vote
aqsa,0.05380834446095197,15268.33338332096,442.3986734159173,0.025780023114398108,3
aquel,0.08993860504999714,68.12232661956057,36.04328678894892,0.002368310850101157,2
argentinean,0.0873206093579678,52.25946810102946,29.06234028385187,0.0018280761934174493,2
arish,0.16358407490713686,72.33228603537033,46.50659549443264,0.0022912631180267533,2
ariz,0.06376238834853999,216.12692104631265,34.076112455913375,0.0015128592065976711,3
armadillo,0.1221531507644616,999.2004224662379,112.04787499285301,0.006015470025830001,3
arme,0.1253635985630551,169.76767836370888,93.2493868162483,0.006088246733990809,2
arora,0.0491795163253154,186.2906055307984,inf,0.006527821942061959,3
array,0.03341001142993225,9038.487436749672,454.56248708790713,0.02636307410308411,2
arrogant,0.025741345573204046,764.4288581997304,47.541584055676545,0.0020146126498491253,2
artsi,0.04370027586700481,52.11473999791627,28.49956725207095,0.0018570351645828484,2
ashleigh,0.07563020695026024,135.12252965079477,71.22446310785993,0.004671010986857504,2
asshat,0.0770849234972188,37.483087646696035,21.512551123165284,0.001326189772699265,2
astrophys,0.08220237363354027,59.82277189174428,32.82359501391569,0.0016509828742413914,2
aten,0.052421199390112784,37.26375319692156,22.929558104696216,0.0011713024449917307,2
athlet,0.03938141681100482,3700.0538766289333,203.84464562721843,0.011576238724958379,2
athol,0.04662393017059952,799.015664440156,inf,0.00785529379289924,3
attabpress,0.4840753237047927,221.16853028886837,42.85252879987755,0.0026277649165181273,3
atul,0.06710275585360373,36.84985878299877,21.35319952527263,0.0012806025288036062,2
atzmon,0.03893199661234993,826.9533804399271,47.11047173046422,0.0020063698894749625,2
audienc,0.026072662260035,3843.919939478971,235.18284936259806,0.01320351044391817,2
aufh,0.05138550482522211,51.646870055487874,33.522856909487054,0.0015917870825546347,2
aufnahm,0.08436778218206137,36.92218133092256,24.356900189887465,0.0011352342033205884,2
aureu,0.05490520585365447,908.3697272262323,62.080300337968424,0.0029785791508927287,3
ausdruck,0.07792210491607393,68.12232661956057,36.04328678894892,0.002368310850101157,2
ausschli,0.048377182657313424,78.6217960632837,41.32138406346982,0.002725922253907913,2
autograph,0.04447974510749135,1382.1163859835513,161.79791985820327,0.008995919289722955,3
avaaz,0.05007860732579193,34.59726774527049,24.79509231274573,0.0010596323250212391,2
avik,0.05762224658090921,36.19536037093543,21.10703464647223,0.001298414690726611,2
avond,0.13115643852187514,43.841305816339066,24.402910059000373,0.0015656551313768332,2
awestruck,0.04579322398163549,51.472999722181406,40.54666244830389,0.0016207407404643115,2
awrhawkin,0.0885728614082626,52.66877925391798,29.816927767467753,0.001561089745636842,2
ayahuasca,0.053645076314292925,47.802237775731705,26.14645976582517,0.0015174188265376929,2
ayl,0.0417414010765582,57.71102263149954,31.008273406971924,0.0019977798075360834,2
ayub,0.14621959005990195,150.40324869757342,79.37277494662985,0.005201573013214953,2
azaria,0.06175345275119758,66.57074535964928,34.335376298135316,0.0020635952582689376,2
aztec,0.053635962193254574,104.79002060603472,inf,0.002895673254313784,2
azusa,0.11514230987137468,38.24841372703462,20.000783493108653,0.0010399592704201722,2
baabda,0.0833142758950728,108.00695482489073,32.077275841940235,0.001951394068870268,2
babi,0.04461147413737509,19064.958804209084,inf,0.05405593122653218,3
backcourt,0.04756651017852965,110.45799744512041,65.7011128575935,0.003388926391340156,2
backpack,0.04818947505663517,1224.3873036167881,169.16470822613286,0.009570725950524408,3
backped,0.05722220233300336,83.00172472271795,52.282973508212464,0.0024949546451955933,2
bade,0.06943567626491959,46.69916398563607,32.53929940581771,0.001337480985174984,2
badger,0.10849505198511396,425.4345000774895,46.37861766756978,0.002463495506192049,3
badmouth,0.061584509513647974,96.85682496827481,63.31791151383138,0.0031901343352863727,2
baghdad,0.039550790393015164,2778.3204349944767,inf,0.012442797160557215,2
bajar,0.042725552742864416,77.24885056888951,inf,0.0023652243403799434,2
bali,0.10168280814375924,63.937042801894684,47.236290015487356,0.0020288483959689106,2
balkaria,0.04917459956970633,41.8814340836118,24.48540978757101,0.0014803443755213885,2
balmedi,0.07479944608411636,48.407899731664244,24.17806455896562,0.0015916460409779018,2
bamboozl,0.054573101874140516,7150.5489046641505,inf,0.02876018511309361,3
bamforth,0.7383422568928891,36.755293837424695,26.600490282886877,0.0011280374390702141,2
bani,0.04821487390378655,66.38670071845533,35.182089491702534,0.0023093369959406623,2
banjul,0.047674689953751265,32.57731591764406,19.50726386579552,0.0011446604317153694,2
banyak,0.05195006571745925,131.46207448286316,70.86140175302148,0.004648876165177744,2
baphomet,0.06824887615821952,1924.7037250064734,112.55780228996845,0.006121763682930418,3
baqim,0.050187368936656006,97.8378346423431,69.08276547639699,0.003360014674722548,2
baranet,0.05056707431842605,63.4554932112829,41.66033639726239,0.0019977141052554192,2
barbi,0.06577260555550785,72.34880767375176,37.16917566866611,0.0023761763638849146,2
barenakedislam,0.13839831328635632,173.5744229583904,94.16682891530272,0.006135160033985211,2
barhoum,0.06126361355690184,125.18841425381555,80.67346291789782,0.004050730860758777,2
barkat,0.06703737438885989,46.542988273902104,27.558191248987885,0.0013773669553507422,2
barmaid,0.05435527588562829,288.1499048382606,40.59059723490521,0.0018985177937850429,3
barracuda,0.14452590575309604,473.62407764914576,63.05834841331529,0.003473185572962875,3
barricad,0.046934755963557735,92.03353475263924,42.375256078885606,0.0025993218594240787,2
bashar,0.032508349423126644,6687.507477279185,392.72452870960365,0.022749915056009568,2
basheer,0.19494376672399247,97.85671430523995,63.88867281051815,0.003224560919670332,2
bashir,0.02975246061703041,15595.057953558467,447.40665080081146,0.026073878425956563,2
bask,0.025962760910845584,2232.021602365283,inf,0.008382791817388173,2
basketbal,0.04815726356045527,2825.100278714826,125.22850136985771,0.006798259134914593,3
bassam,0.09102757702753866,51.95248828398651,37.07081603880343,0.0015447792582610528,2
bassem,0.05677175716429904,64.03749573848907,34.857569832516624,0.0018870216899664863,2
bastian,0.1062021658915425,127.55101131897041,75.70272353912934,0.003925761777453467,2
bath,0.03442678231257692,12861.907672042405,inf,0.032830808507783624,2
baton,0.037360889504239686,3734.197715339099,159.17817406645656,0.008972501869912334,2
battlegroup,0.0795848003949924,79.25817632831294,47.58876295371407,0.002391096023964434,2
bbcnew,0.04573905741252837,125.61465117383858,65.78414426895364,0.004328742239046794,2
bbcnewsnight,0.1228299483712498,162.605234774111,inf,0.005057742745246324,2
beard,0.05247750931871308,752.4084017180656,113.90340589632969,0.006130240081830992,3
beata,0.09458225789266927,43.11312353696352,23.344662004015056,0.0014564497887769045,2
beatdown,0.07692620518901569,68.7869554121582,inf,0.0021529487164955977,2
beatl,0.045670445367973656,4632.093713298194,294.0314083532838,0.01708556412261828,3
beatric,0.04511221916109492,69.49623272564085,35.62520030636779,0.0022860497427410822,2
beauti,0.02723784495822264,2322.806344737821,inf,0.009901372873355359,2
bedard,0.3237989652599001,40.85629854199494,34.98281240670846,0.001297338221119559,2
begab,0.057593004976140075,43.002000522634276,24.299766699898576,0.0014032825974586744,2
begala,0.03398894486052,4766.671983298073,inf,0.01840249912289301,2
begann,0.041987477572841866,83.60728778730406,inf,0.0025783881914426517,2
begich,0.8426633151160574,35.19009066081863,22.7687769263623,0.0010929681595240027,2
begonnen,0.05256875795998328,86.9974233351662,56.00095776334911,0.00281169505678974,2
bellevil,0.1637277242840753,99.87855117328152,54.511170210717275,0.0035933468081955976,2
bellmor,0.12338681398631085,730.2910944462323,106.29435518123226,0.006393645197511373,3
bellweth,0.038278065638596176,4165.56224112589,inf,0.017030138768035018,2
beltran,0.10404509146177802,32.22042828809977,19.43168472751799,0.0011156415244046069,2
beneficio,0.044080232939532914,142.66272426105982,77.14987196362246,0.005053922878255952,2
benight,0.046635647020700666,80.62215568158874,42.888751250224274,0.00287998289161418,2
bentsen,0.08780005432752358,32.452029132830965,19.562826849489547,0.0011102460953339368,2
benzodiazepin,0.02705156703224341,837.9502473433037,81.76045656579011,0.004399986906381984,2
bergoglio,0.08109602450355899,81.37082491101374,43.27283460264232,0.002894386792453618,2
berkan,0.1767927269182721,261.4381727080093,52.125414534752814,0.0030676655897232275,3
berland,0.2280849025220817,108.47936619100041,57.15339064223342,0.0037600685492005,2
bernal,0.09500283278469418,77.83057799047313,39.800537836119325,0.002561819072135137,2
bernish,0.08193403063097097,2348.82994917321,188.5164100039928,0.01115683096876105,3
bertrieben,0.13352019897843065,42.37870754154849,23.87770638140975,0.0014035641977859293,2
beschuldigt,0.09464707186899833,157.6655625731221,87.17685414901726,0.005716901891708676,2
beshoybadi,0.11843306227343695,87.36146324643518,45.790483798653014,0.003031850719749878,2
besitzen,0.06566972310947093,77.27472066627573,42.281162725064355,0.0027675359548194225,2
betanc,0.11173081763515592,52.89174437961041,29.120998254342517,0.0019233155132177208,2
bete,0.09107375372774053,62.48112913512984,inf,0.0018443794499774728,2
betrunken,0.05499992725736126,87.59594345319559,45.93425158140411,0.003030319702234992,2
bevor,0.052550162141212886,40.98245628340914,23.59991465992808,0.0015804983741618374,2
bewail,0.02066770697598556,1311.5205136189606,104.47955584864724,0.005822412125027508,2
bezeichnen,0.07362123987855625,31.467321136046664,18.98019800795017,0.00110649161207589,2
bfg,0.10803474190783537,82.67460790535232,43.62994573900753,0.0028558914838213816,2
bianco,0.05010547488712962,71.68733981792181,37.92358622366543,0.002471411729065293,2
bigg,0.16721347532161945,343.99609794886123,40.75486301112414,0.002188827655231111,3
bigger,0.03415576340138355,3529.4322993048177,279.36705710179683,0.01584557867090399,2
bigtre,0.15989416464768547,109.40729091110256,inf,0.0032966461787888434,2
bilbo,0.06791250044004607,44.12407535368924,22.78442878839428,0.001201585507437322,2
bildung,0.04309889967177241,36.93494373478578,21.340780216164013,0.0013669612828921091,2
biloxi,0.062304033744121336,31.411801270307755,19.03708250676365,0.0011410676086168155,2
biochemist,0.10893764412329572,154.39793515379878,inf,0.004956838902661872,2
biodivers,0.048541887737496014,7076.7302686912535,328.421122526849,0.018923907001178585,3
bioethicist,0.05433279015735541,80.58513840138372,46.50660601830278,0.0023058120800076238,2
biograph,0.02628398269853091,396.245581279902,72.20526160916855,0.003661234090377543,2
birgitta,0.08871635473255801,38.19399633493362,21.56705336564833,0.001033924445443489,2
birkin,0.08263927516487042,74.79372869373674,55.0683555054264,0.0025098326023633697,2
birlikt,0.07608778639565973,39.8409334893376,35.602254064585225,0.0013253929829082688,2
birther,0.2074250640699311,71.98927322443298,50.25849024332647,0.0023062155270862964,2
bitter,0.024318130411819003,1046.8437927236623,101.62753137297537,0.005429070887456837,2
bizpac,0.12382493064375885,59.67829119406843,32.51631520798128,0.002190495004327621,2
blackboxvot,0.08577088980667248,34.45397750818647,20.362609987929886,0.0013230740317633838,2
blackburn,0.041643246668544236,70.28561020304033,39.62475336244272,0.001964918709823973,2
blackfac,0.057425528908649125,587.9005012167066,76.91384568189982,0.0041705212286183724,3
blackfeet,0.05116811464314524,37.65075154790989,31.064688520748874,0.0011324918495149822,2
blackmun,0.04453669203392878,63.52913106174224,33.81383106249082,0.0022190597356068027,2
blasio,0.045747594323995285,715.463049885757,69.70991232337164,0.003934427659764734,3
blastula,0.007672137205887281,332.2095397500146,42.27271310732362,0.00212496230765669,2
blaxploit,0.044830105776708665,71.9852263253553,36.02937066579162,0.001962086350744652,2
bleach,0.04700078509341308,1891.4791672461045,181.13476172344662,0.010055404306180456,3
bled,0.06404050417829688,77.90854648630257,39.31639829139399,0.00213665310228496,2
bleed,0.026017564194145932,9790.823667065708,inf,0.03410106194205701,2
blenheim,0.018520255731492408,839.007273180461,123.78049481335421,0.006681830953984753,2
blight,0.066667992423964,85.26120350059759,29.815449773756214,0.0013578024586080786,2
blizzard,0.031536302870305385,361.12272939669367,48.1484271038596,0.0020846810757221422,2
bloc,0.037402222858773856,2451.8287589123693,186.92376587559374,0.01043774383209333,2
blockag,0.028000876071019573,1585.1881897492692,70.28405793213662,0.003867012782741544,2
blomquist,0.08106910643662922,59.487585942486746,29.107149160898892,0.0018973591407400886,2
blond,0.033079550696157534,2356.880711736656,151.13557990970722,0.008340552600956857,2
blowtorch,0.10545926694997268,80.62929227046284,42.67812850913318,0.002854939726762093,2
blowup,0.053806840648337136,122.92361721168241,72.33873332246651,0.003788594098166864,2
bloy,0.15319107450023164,117.67470997736756,76.5417856822758,0.0038018561783906744,2
blyth,0.05438267814305022,41.334076110861346,27.590572686840577,0.0011472485053370509,2
boast,0.031454270009670625,548.2794834596746,73.49932225023508,0.004049486288347141,2
bob,0.04763780180455037,1995.1564238368685,135.09806754151717,0.007322117028019155,3
boccieri,2.2120071571900723,94.37324027011904,49.816614711051294,0.003330281992158482,2
bog,0.06241329373978813,4758.626270343079,inf,0.01808026246860156,3
boiler,0.05622107968132409,3487.8892483120608,259.4820011150324,0.014876953238091909,3
boj,0.038941758761945264,638.1655994574794,81.77728158111773,0.0045960285201659965,2
boldfac,0.06687824012737305,60.44374156048782,33.02602501368939,0.0022094877775466807,2
boldrin,0.04630303895800295,77.50761106958966,41.546413265271404,0.0027102261923643268,2
bollock,0.07674927681119581,115.59664850685795,41.87137467265285,0.002193628437143053,2
bollywood,0.07978172995146812,383.7623103664995,71.01464928154904,0.0034769887185518355,3
bolshev,0.027020670249671083,427.62306463828,51.27637528319713,0.002722562754249919,2
bolster,0.02266661007191699,692.1842533827505,89.86972439077873,0.005281967001770138,2
bolton,0.06845162280143581,168.94193610701916,46.539322771962155,0.0026508004517319488,2
bon,0.03956570753762738,3196.6447411215527,201.7330952034605,0.011415080155150192,2
bookbind,0.055408230531275936,52.411538864002466,28.559368295797988,0.0018530775926852922,2
booker,0.10298161132248394,90.14181231982214,25.15793026078639,0.0012876332541992038,2
boondoggl,0.0391414503865688,1095.5557608125948,inf,0.006557175407323697,2
boorish,0.04773703630478582,1516.642049900883,115.6579375022443,0.006307204282293186,3
boost,0.03672306455856225,2817.7189077168746,179.47526701373647,0.009890364761797938,2
borelli,0.08864276112609724,56.84269774788127,30.27951517678675,0.0019329736713209343,2
boren,0.06975260773740663,50.98079284993793,27.574660845242104,0.0017362071371344384,2
borrero,0.04749032391023604,42.50563489950465,24.22184071782838,0.001472484222763095,2
borrow,0.09452046975963764,6147.318691348689,286.6965496530722,0.016371473559052958,3
boson,0.10697985363721714,34.234927770873796,19.18400337546208,0.0011696642360960311,2
boss,0.03465695773262064,2496.9940765826,177.0735960588913,0.009609693252519504,2
bosworth,0.06574189584811113,129.2416673901568,67.77351610265985,0.004454724501777163,2
bote,0.05047870485412602,74.15394733542364,39.27577409486626,0.0025655720045866773,2
bottomless,0.04154944343661314,389.34618005910477,59.62458873495677,0.0032850074564484857,3
bouchard,0.07988003844145057,47.464481227322466,26.44270746079808,0.001726283910273016,2
boudoir,0.006784444760605579,188.61971343787812,115.08360901124307,0.006200706027918405,2
bought,0.02586753555436321,7883.586569511814,189.44769425313788,0.01043752330777945,2
bourgeoi,0.023787748442737688,2100.1476909288904,159.5365967234614,0.008933880415694841,2
bours,0.060569030650747466,163.62270618397932,inf,0.005666784323560982,2
bout,0.028209321334946517,235.366840539413,37.440330008478384,0.0019310748094155067,2
bowler,0.06302296987995412,157.86635413212392,87.2785965772667,0.005722956320844311,2
bowytz,0.07473767281194284,68.12232661956057,36.04328678894892,0.002368310850101157,2
boyajian,0.15884085739312487,79.97607854153746,42.24958570325619,0.002820409572264964,2
boyar,0.020322426914751484,208.95778255625402,41.11671966936976,0.002341163963710101,2
boycott,0.055090880668948065,1201.8979524659578,77.47790799041921,0.003920718841952114,3
bozeman,0.08103722516895735,40.85391089145193,20.966024958843285,0.0011127447803749688,2
bozo,0.1109555028176454,944.7034105675837,95.50946582562055,0.005815984740906968,3
bpr,0.07586684641583576,183.9709977745058,99.62718709681185,0.006478089800171829,2
bracket,0.15791610221886218,2740.705392518237,145.87243093523858,0.008128245308516571,3
bradford,0.05129627636037712,427.05474583888946,72.11174998224477,0.0036623189007231522,3
brain,0.028098436875799684,3509.135791994364,165.45522979791232,0.009035220745777013,2
brake,0.054879095810057864,272.4122076648589,59.937915141718435,0.0033635561794557057,3
braless,0.485835580071099,128.72277823853452,71.12783879554519,0.003789049541148739,2
brando,0.04243779717693108,76.33060393703856,43.314877700563926,0.0021865238015477467,2
brasil,0.06303992682073561,132.80449808405126,inf,0.004367147465706555,2
brasileiro,0.0560152035084347,44.0493095463189,22.517988303235192,0.0014162297223728147,2
braun,0.05365692355965509,73.78094879820055,43.98805603083356,0.00220069426373976,2
bray,0.04098375038881998,2306.4928759128807,133.71512884213277,0.007780969311232015,2
brazier,0.06915361767211324,61.374066252658636,37.2429145726959,0.0018874797220505824,2
brazilian,0.03245201221086564,1521.263571884794,69.62009689310875,0.003446127305709687,2
bread,0.03170911306095125,8721.202758129328,inf,0.031836121198153426,2
breakdown,0.034739512454306,1200.2702936364326,124.71713389811957,0.006683836633397861,2
breakup,0.02611024702488044,3326.6382866085437,166.45698253109268,0.009191637024817685,2
breath,0.02342495190276541,5582.3437266155615,inf,0.01765419098068402,2
breitbartvideo,0.26408073791228376,53.91124973575021,29.200269610886863,0.0018915822987798504,2
brendan,0.11292889534094028,1243.5211013425576,85.51118629947628,0.004351931647528236,3
brennan,0.04845194947986902,2993.7981592038263,195.0224673908593,0.010980883501042931,3
brevard,0.09889472156661257,120.14681674075413,77.75572041363309,0.003940768184483283,2
bric,0.01821552082725395,335.48899227019785,57.90681983420869,0.0034033480701666217,2
brica,0.12385078435755885,42.751496075197636,24.425381359787966,0.0016373872881558411,2
brice,0.06379630258279366,48.41378606685843,26.83293438008441,0.001670710854045248,2
brien,0.0497411986061682,2315.82544433269,120.20290999150778,0.006519053920479292,3
brigad,0.05754077346809721,1005.5670745065303,86.57972026273853,0.004655034867672782,3
brighter,0.03663228896330743,4631.904604300128,130.81621012365605,0.007129943328653646,2
bristol,0.09255521912236434,3166.51530495025,131.33812811113248,0.007717660335453289,3
briton,0.04183305171555272,6986.672454195244,317.7980769504937,0.018549789661632118,3
brittl,0.06995453189047161,255.97758077748725,inf,0.004238137721341136,3
broadli,0.031444938841641526,6552.05028065285,286.20194009858176,0.01628826579509171,2
broc,0.1852114282000946,46.41526837632394,26.451326291333388,0.001798534849845368,2
brochur,0.09950472506613904,364.2858187916578,73.94076697609005,0.0042783145212199,3
bromid,0.0221443560503579,2495.787660236549,139.21470954773045,0.007872041571499226,2
bromley,0.13703901012898256,134.27402692455854,79.49984425577114,0.004200961617720342,2
bronchodil,0.06451277221146214,50.8771472832623,39.32618113250543,0.0016576221142357436,2
bronfein,0.15675301211871026,595.4068198471356,69.24055849377118,0.003959222561772403,3
brook,0.0288315513925708,820.1073359203322,104.54119200717066,0.0056473274904192345,2
brookhaven,0.7030497965111012,55.978903591473674,30.444357026278187,0.002002418574294952,2
broward,0.2502151382361665,86.02007843160129,33.626008546138856,0.0018836186303272694,2
brownshirt,0.043386814444793184,57.63259231412707,27.9660106106039,0.0017650500364287734,2
brownsvil,0.04830314114204498,93.55468139033772,50.44633652547224,0.003311485369793507,2
browser,0.08138284457760095,60.68924038800558,31.35572893477037,0.002012645192677582,2
broze,0.1490247794557698,2373.775112324301,149.94007024196944,0.008191818890773594,3
bruis,0.03879642152066229,4036.083549491588,249.241458664158,0.014029686207093724,2
brune,0.08960693204797245,96.78266293305471,45.61125612757304,0.0029568730856267,2
brunson,0.05160072470141521,71.7101590815963,36.54220342420715,0.002315120075288829,2
brush,0.0275511310122781,409.39910815610114,76.18109573280208,0.0037990692072232693,2
brute,0.0607668261110438,949.7923716985814,71.83224547130084,0.004009391530723672,3
brutu,0.01983205237635067,839.6961433046492,52.71967859391794,0.002385346798603686,2
brzezinski,0.03804435861054167,570.2862135851902,61.73201381164746,0.0031544406450387014,2
bubon,0.02339825103242863,3141.8986960818957,172.77683618004914,0.00985438509834226,2
buchanan,0.07354676473062476,103.44603475368908,33.18833291187652,0.002029171082693136,2
buckaroo,0.04650225738636781,77.50761106958966,41.546413265271404,0.0027102261923643268,2
buckley,0.022434692692183532,271.3873086958761,33.46457918036132,0.0016533484925171107,2
bud,0.031949625183442465,234.96947623513063,49.91849586895168,0.002727066866462141,2
buessel,0.0905929577900584,66.81914104745445,48.320806950003536,0.00220492049263581,2
buffi,0.04484019632172751,141.63120375797354,73.59158147459706,0.004764475168228614,2
bugger,0.045822619146368766,34.25541011737212,19.34919177826536,0.0011102232717074669,2
bugti,0.02722959593279331,1366.116898089457,88.70424787004055,0.005275427914712074,2
buildmast,0.0970760201541051,49.88796562536079,27.21340818264123,0.0017629848575792843,2
bullcrap,0.2561444609196792,73.35480419349061,38.65966969767617,0.0025463457146946136,2
bulletproof,0.04512613286053118,128.45741020712506,inf,0.0040717196860879015,2
bullion,0.07333800493315767,53.630561897549924,35.26370891567564,0.0016164316029192106,2
bulverd,0.0652410717067618,36.313864742477094,21.00879362127594,0.001287013725449915,2
bumm,0.0576003193011141,34.30652979575386,28.503202495284306,0.0010751887296501354,2
bumper,0.04208330053189877,3167.569912134661,201.32064006169517,0.011234951304532122,3
bumpi,0.04354427387893628,168.8758050560258,82.90658578484845,0.005180796689992008,2
bunel,0.0584996015843006,45.60018850642768,26.2264460597328,0.0016148467261359375,2
burri,0.3079651982293976,143.41677920874315,75.77900869951031,0.004904629317845133,2
buryatia,0.18912710321489576,52.713396057526204,24.438457659072494,0.0013740418162241762,2
busili,0.05077785418864116,912.8254858123421,85.08831284461577,0.004543029791020362,3
businesswomen,0.14978444647041936,36.060870332564505,21.57256808055665,0.0012507938656852436,2
busk,0.07778456889437622,44.735373798147144,30.56005702213537,0.0013149697128615133,2
busqu,0.06070740509317552,86.00167742518896,55.44220814605994,0.0027779529661237034,2
butch,0.08908755721459058,149.01668864194463,85.56510863767389,0.004573042124758235,2
butter,0.027532658395646826,593.5226579213504,58.43373897583994,0.003062502386485721,2
butthurt,0.1616716538687238,997.0644488480367,56.334201797781276,0.0027053324385618123,3
buz,0.09761225619794793,173.0497176717625,69.84663806834652,0.0034627202150159108,2
buzz,0.0304464045642985,2002.8807377049145,171.51130388914834,0.009697792994243363,2
buzzflash,0.0949379129931488,30.743351312037525,19.58727605816904,0.0010792723593706726,2
buzzword,0.03980635282829559,251.35397903411942,129.81148657224662,0.007107560022954606,2
byblo,0.05950687705867198,58.238615686459724,33.410587835678264,0.001785626958956198,2
bylin,0.042970086975043786,1245.086285723176,inf,0.007992363241952107,3
byron,0.053953148281493606,97.98178235184723,47.766446875418644,0.003106969226611364,2
byzantium,0.07422190655057738,34.859076127338604,21.2344040200702,0.0011254088618907654,2
cabe,0.04589758697380865,200.78186178838908,112.23505916522316,0.00730392492920773,3
cabo,0.06493861427115917,36.233517659767536,18.99804473206916,0.0010476831513657628,2
cabrera,0.13619070215400975,192.6539097668462,70.16877855467783,0.004310749878828124,3
cac,0.11733820356877005,64.05059326394891,32.982402137321465,0.002124248895405239,2
cadi,0.04403473235365973,117.1511247438553,62.87745406261346,0.0041286901313669225,2
cadmium,0.07278428207878831,439.2704943256562,93.77901121964508,0.005854321842306993,3
caer,0.08773390500468155,138.35769406767636,72.96782796731294,0.0047890281369751715,2
caesar,0.048753079399356435,3504.5191932084363,200.2651724849733,0.011311814201728559,3
caffein,0.04553122277863127,7105.875466236227,inf,0.01631643743936956,3
caftan,0.012971839887642993,1999.4558575193744,98.47473913238724,0.0051916501026650465,2
cage,0.04153445649922058,5568.993967773678,248.46966628223998,0.014195678985838841,3
cahn,0.005647269306324071,354.8165005510273,inf,0.004267288396997264,2
cairo,0.05149700750742652,683.957218331978,59.73415624391424,0.003344894824803675,3
cait,0.14747582313041002,97.87566082359459,52.788013815343064,0.002875884603960657,2
cajun,0.02526077214844109,3497.711382423876,179.73139502869,0.010303772678103562,2
calebecarma,0.09880088867107864,732.6029636592093,80.43452962799029,0.004302245203036655,3
calendar,0.047131778200057886,852.9908620434693,90.07756174501776,0.004623878728949338,3
calexit,0.10621461428253627,78.98675203549733,24.950879211110863,0.001179281235704683,2
calhoun,0.0365097258012357,674.866744656457,59.00577618721306,0.0027239055514551003,2
calib,0.04538082202945312,2630.107793245159,116.78543887809636,0.00623566356375757,3
calibr,0.05366099357706963,731.4685331431567,53.895736127022346,0.0024283644948016703,3
calligraphi,0.0737781980747117,30.94611115228114,19.68901848641845,0.0010853267885062461,2
callista,0.048930586972396516,56.423248286692846,38.63231804785072,0.0017395826371171767,2
callous,0.041836319020527236,99.33438322479212,55.356112606167315,0.0029200571745663256,2
callus,0.060078899534665976,38.36403589025935,20.858469452744227,0.0011269763345639304,2
calmer,0.06628848262158094,69.6529658065961,34.48939281534743,0.0018906672796693558,2
calori,0.0263650889278642,1914.0835325135752,118.4535905625424,0.0063723353560779395,2
calvinist,0.02078351651774409,315.4584192890807,73.61291148866827,0.0038850818620437657,2
calvo,0.01659862484586359,1606.986774952677,101.18605402052505,0.005448947616810426,2
camera,0.038581606259855857,5494.01957179211,303.643836227721,0.0173502835426428,2
