term,avg_tfidf,score_chi,score_llr,score_emi,vote
capita,0.3514877293555191,760.1400365329486,78.02397036635338,0.003915398291478332,3
capitol,0.05028949283704423,1190.0244893955332,103.52521744481103,0.005575613243504861,3
carcass,0.050905507538141166,1232.651890614933,87.88666227402462,0.004520077290115153,3
caregiv,0.05157724428029432,547.0181036678879,70.30107642593498,0.003801498965054261,3
carey,0.10306884964296384,855.6763104236882,81.83567888328646,0.004550357421328371,3
carmichael,0.06195651239264041,520.3512439807392,64.97747064120449,0.0031761805610993265,3
carsten,0.05185747274574801,220.462781072193,inf,0.007370012296418983,3
cascad,0.053074712824009385,1728.2480970296963,124.2295424127471,0.0066582682372804255,3
castig,0.04282518746829463,2478.590005810995,61.709156433554156,0.002771454590167156,3
cat,0.048352173068716385,2866.5915855703133,165.49081542321923,0.009301094764037655,3
catcal,0.1065528373443973,190.13749000591815,115.75746869976156,0.006239319391735768,3
catfish,0.17924420549857667,1584.898272718738,111.56416065665479,0.005874845607010334,3
catherin,0.10157729672334978,395.7437732483617,70.08691633140221,0.003511315473059874,3
cathet,0.0579292908424938,1004.7182810751132,166.9625969672,0.009326624462151977,3
catnip,0.09330666868499753,387.25467465134193,48.93330588811508,0.0025090714223904467,3
cattl,0.04513681482725989,4997.827490672559,297.69443257338384,0.017014827661570208,3
ceo,0.06676102183682539,6165.499203518481,220.34360657856757,0.012239743415290659,3
cernovich,0.06447626438642685,900.9460067171817,58.93336171094598,0.002669644980103034,3
certif,0.058237046622636485,1437.2374767383676,118.34199399759356,0.006257027178756264,3
cesar,0.04532852675649435,1046.6212865046184,inf,0.009133646902836056,3
cfaa,0.0665763263509776,254.2528960881733,72.42822213186666,0.004472123186456263,3
cfo,0.1126619714722571,1021.6873350607518,126.62811905317535,0.00689200333895505,3
cfpb,0.06503406349602528,6181.788214251114,409.60215961808126,0.023810079413697127,3
chaff,0.12303833341568896,371.78398038525125,46.30635463483378,0.0022950233492129,3
chaffetz,0.07097480647010747,1029.2450034272254,inf,0.008311312055336018,3
chagrin,0.04800479719075255,4131.9175265347585,193.01067578020263,0.010864306006543685,3
chairwoman,0.04205202192942648,1612.594591289237,120.0366310116042,0.006468299930948698,3
chalfant,0.21485972625820088,5379.163697783927,inf,0.02596480802393913,3
chalk,0.055728347455956416,442.87058287341165,41.93864011755671,0.0018184982922625087,3
chalkboard,0.08299851219383507,1452.8537274561816,129.25188165835084,0.006945035389743643,3
chandler,0.061800770374746614,440.7315918780985,34.02465936979756,0.0011469983846882947,3
chappaqua,0.05008438904171155,277.4519651393874,68.05295164545105,0.00325645682223255,3
charter,0.0749685498170044,467.36217885430494,75.55187732792403,0.004302691134713628,3
chastiti,0.10198303991858937,1780.7310343510949,122.89833642835995,0.006558161726744319,3
chattanooga,0.1157784977791474,2201.864335483503,108.97082301671949,0.0059709027282409885,3
cheat,0.04368563806181959,4194.784438917889,188.6362859447148,0.010455448859525944,3
checkmat,0.06409062475314076,1271.4756768354407,99.00348742140172,0.005824595009828098,3
cheikh,0.06013494996731645,1646.1646878009042,56.63851873739449,0.002545679013610357,3
chemo,0.07256903666471701,992.8637718444513,81.31304288705988,0.0040669901852250275,3
chemotherapi,0.050979193352793474,246.49249112031686,27.217970172444538,0.001403633189939245,3
chernobyl,0.06571016320519903,432.3861982748496,48.81074572241125,0.0025918441592117022,3
chibok,0.05572977109482274,227.24352413943126,inf,0.007413988118187525,3
chick,0.05670472114967987,3614.345382038082,171.43671603867276,0.009773627013278104,3
chilli,0.04513655199476644,190.36162584366542,26.670013206152703,0.0013684905227678342,3
chimp,0.05402121035990717,393.34983055325137,inf,0.005237664800927818,3
chipotl,0.06465099722207622,941.967887096589,inf,0.0064443249721139505,3
chokehold,0.08919845805268506,1123.577077111106,78.43649138578259,0.003972892333902849,3
chomski,0.05117344323142407,585.8140635354514,83.7865911005024,0.0044161510177387845,3
chore,0.05796710252102929,3257.156562374935,135.87738873633285,0.007332037977603374,3
chortl,0.05816700980207114,1624.2565736814895,128.20177585813045,0.007336930122339529,3
christi,0.14018453729583755,2036.6596567818133,165.74212774203988,0.009145611473222631,3
christma,0.05264297840566848,566.1620824371332,87.49569603807541,0.0049560788750087886,3
churchyard,0.06228709524153087,438.8987637989687,52.90298372844721,0.0030451385541046825,3
chutzpah,0.0637710983414796,1103.1445172512738,98.6073915803004,0.005120758691176375,3
cider,0.04945481223058597,6459.916431208613,196.3228394816924,0.01102327946391129,3
cig,0.043643741395771464,2025.5870058824128,62.700100230695675,0.002993510682917883,3
cincinnati,0.07078207139368893,199.5971219438672,80.31101627681247,0.004049406727413793,3
citizenship,0.08659606193283792,5523.945572073416,282.68831513338057,0.01602999958523393,3
civili,0.09255738855616183,406.34909134057096,93.6269950259329,0.005834904117302503,3
clapper,0.06418438664565111,296.96117813981726,39.71118398792026,0.0017153515846737508,3
clare,0.05063864495287184,1004.8576365159546,63.5338473756843,0.003456178245623434,3
claus,0.044452332019444485,226.23539732876296,87.4691832135222,0.005470518638354461,3
cleaner,0.04357590232767713,2440.080149410985,212.3833768510776,0.012271833880117327,3
cleveland,0.05189090520280255,2657.101953552123,196.18824781895333,0.011083900594924912,3
clickbait,0.08015605280625868,295.4049649527116,62.671841717611635,0.003022288154265109,3
clientel,0.04206907194233521,530.1242216517692,54.83954660236974,0.002844049763694627,3
cliff,0.045086102618443966,717.3537518906771,43.047213604056985,0.0017200915378202321,3
clink,0.14770317502738006,219.16296373143726,132.4422889223587,0.007249684323507639,3
clint,0.10120902933677248,417.8124774888637,44.00634890122279,0.0019319961580256894,3
clintonworld,0.048059265846709484,2546.2555343397426,129.458609682833,0.006903502461227044,3
clip,0.05554329904696114,2392.394269971333,117.29485221856217,0.0061188920015417935,3
cliven,0.04220264556435559,621.705759496828,32.47410765519175,0.0010340472958819027,3
clove,0.05202594406901052,4316.528460088488,113.59174637067215,0.00617986256828721,3
clunki,0.07812254829286486,472.61696501004997,inf,0.007872528954120217,3
cnbcnow,0.10290178261464226,226.93894341329,inf,0.0075592456897992395,3
coal,0.09090908857827366,1040.70472711146,77.8042839373154,0.003916928749610115,3
cobb,0.1823595270375185,855.2892535647168,51.228142889878676,0.002473951057065987,3
cobden,0.07644443570305663,251.6166614098639,51.89375624928145,0.0026108241036957307,3
cobra,0.061708149561278264,689.0573291383799,56.770845563428296,0.0024982278021012305,3
cobweb,0.07696202568926508,254.988805446698,68.9917288283983,0.00336985072298707,3
cochran,0.06825576046969899,705.7821947091765,75.42161332003772,0.0037590929688922,3
cocki,0.07369872887319967,702.0416610062389,inf,0.008843908165503504,3
cockpit,0.06469620914622896,2847.682086825337,194.25238524226367,0.010963541007283436,3
cockroach,0.06028687990647993,1094.8781130486168,66.3983554450237,0.0033467803622142557,3
cocksur,0.04549019383823917,719.8499594570908,43.65005836321478,0.0018049716233107984,3
codifi,0.05154073580832655,2509.7874223105277,170.76305000890832,0.00948643088390182,3
coffer,0.05995714429115327,1377.111928578313,136.7961729892545,0.0074275570632945515,3
cofound,0.06535599419864507,1219.7892987444611,76.1835579876258,0.0038417757392691047,3
cogniz,0.06919763164589672,1622.4086970851529,122.17064781657899,0.006795014275202725,3
coil,0.05359073750589057,4318.715315081144,190.3380914317624,0.01062125205781366,3
coin,0.04591625203543929,3644.722143812098,inf,0.011787289361841641,3
coke,0.04256873749115525,967.1180495957212,46.379937497366654,0.001967761221104345,3
colarossi,0.12397929183573125,746.9064909825197,65.65887312353186,0.0034754557447323363,3
colbert,0.044510033935571874,1957.1179167519992,104.37685655332123,0.0054364966871531225,3
collett,0.17460910939375648,424.0857051904535,74.01329760762644,0.003835618059797365,3
collud,0.048921197662019536,1874.3538195560232,89.08359992742851,0.00450375209237923,3
colm,0.07350659264674551,1998.0046141341047,159.9395831493959,0.008873880417078626,3
colorado,0.04654779691786787,506.28974629112093,74.53611162371458,0.003998927839106037,3
colour,0.05159816324589882,449.7574278441125,63.091585571908816,0.002905724164382305,3
columbu,0.04806782113389293,2323.11005347138,193.81425305944816,0.010769201556614656,3
colvil,0.0927760770057986,2578.9860424967724,73.80722597212437,0.003709085083133085,3
combo,0.04393264369311869,933.0753997500784,72.51895929113279,0.003624982836258385,3
comcast,0.04130770035337755,1319.2410184102016,inf,0.0073194544910514065,3
comet,0.04779506382845209,1588.1987041758264,98.87201907583383,0.005035294231691628,3
comic,0.042038385259395385,4713.930091514641,224.1642418834421,0.012508346026276198,3
comiti,0.055861336307043166,280.08363698811115,47.491271984084406,0.0022677562980652943,3
commend,0.06253703100654615,413.71310578768316,58.65309737365989,0.003011661685555093,3
commercialis,0.06577179913022242,3157.596719147752,82.23615398416985,0.0042226120713390655,3
commi,0.04959593546260079,994.5131940913167,56.8807625016916,0.0024764854184884783,3
commission,0.05812791200272825,2273.1234318718853,107.13175427895493,0.005496439911496292,3
committ,0.0955523046709639,2600.7017589971074,114.06352722893448,0.005974520734999982,3
commut,0.049866448557636056,3353.2921423838,inf,0.013904343169297156,3
comp,0.060690758528185236,186.2114794603244,inf,0.0060756816125601045,3
compact,0.06126587356607099,1902.4270675165528,88.07907912805422,0.004466725164897539,3
compadr,0.042110083237560055,2990.3708433044103,210.00175113546243,0.012124360865581213,3
complimentari,0.0676416158421114,626.4698596446732,56.95328089321612,0.002652724991519627,3
composur,0.04604936483805209,1118.8312486120121,91.91703577156125,0.004735783520509547,3
comprehend,0.04178784139197958,867.4509878056673,97.94135748403893,0.0050646580025964895,3
concuss,0.0461065426788032,376.41425842285935,inf,0.006510686709487208,3
condescend,0.04746854861444403,2315.508981611847,inf,0.014645285522730991,3
condiment,0.046954193102262766,925.7695970418588,73.55452228824954,0.003638777777525951,3
condition,0.04361548568206359,1781.60491151747,121.13362914063477,0.006707980743222851,3
condo,0.061286788904178324,360.52325037868513,78.99155295254317,0.004122607398707484,3
condom,0.12616915898009656,625.3550879964092,44.645718410111115,0.002206708037454761,3
confidenti,0.051419449133138416,1016.8702792343416,95.35497986029776,0.005008587985826832,3
congenit,0.06298617035925856,1917.6931267382413,154.08922128146625,0.008689108836606892,3
congressman,0.06573847119906655,4174.266465938769,256.7535123046303,0.014409535957439506,3
congressmen,0.0927933505143348,2448.9147097213267,163.4894935219507,0.009014688909442098,3
congresswoman,0.0833966331891158,4911.48802356971,254.4886344031298,0.014480712115783096,3
conjug,0.06572372252390349,1926.3332074732762,105.88841664106899,0.005947452206176871,3
connecticut,0.04641815785159247,4912.472829623595,173.9423087773175,0.009484328804591642,3
conneri,0.10090351609140928,781.7168148136484,76.29095377242338,0.0037451964623646814,3
connipt,0.12562961132149114,1778.0929657517127,120.05150743428928,0.006453842173563622,3
conov,0.07222084537108503,241.63632194215648,86.97244300606438,0.005332087692044207,3
consecut,0.10382211534358546,9288.441914018631,272.95862421056466,0.015594591584779756,3
conservativ,0.4702069378595146,282.36128669242805,36.43289451444307,0.0017117059540394984,3
contraband,0.07742485706145992,318.6137287487555,39.477212568893044,0.002176498153798305,3
coo,0.056253630967840494,1434.3485738959866,116.3785800126778,0.006308182231944459,3
coopt,0.3770238835416183,1229.995394429652,73.9024353982487,0.004049992308466342,3
copenhagen,0.0507745676766139,825.4986276074612,46.843324519312745,0.0019494466225568107,3
coptic,0.06485857777893754,2643.7895790651983,126.03425454010322,0.006932954014362011,3
copyright,0.07615660999897406,1038.9268705516438,64.07715629762882,0.0029210626077217287,3
corbett,0.14415749624837618,1277.4779892002612,100.10466679876569,0.005514662868948435,3
corey,0.04328305756360374,1965.8594616676394,96.96256680944052,0.004929162837099974,3
cornucopia,0.04683232741414041,803.1468125501015,40.96899801590506,0.0015777977575486604,3
cornyn,0.19974475263116326,838.3014728506813,105.19732209528506,0.005541369942937809,3
corporatocraci,0.07120155164593796,1093.2518665723187,138.60064751455664,0.008357729716296053,3
corrobor,0.07021974665042642,1591.32771638377,141.71447046030337,0.007800900495785686,3
costa,0.04303812181398326,4640.542775602908,123.46102914737476,0.006508019826143383,3
cotca,0.17130468910827676,282.16918570106213,49.6249917686636,0.0028977026127088947,3
cotton,0.049305943245757884,4715.672391219893,132.61711477638264,0.007147775133827364,3
cough,0.058329214896369184,435.51461511535,58.81483609997289,0.0029329818350459823,3
counterparti,0.04316485240232013,301.40666677548364,49.399375613884075,0.002127851081976155,3
counterterror,0.050300346826444485,1330.0482403910512,55.15252803496582,0.0023686700436337587,3
countywid,0.08139594447998606,898.3053221297357,66.43557203374057,0.003088587856709588,3
coverag,0.05852920778097642,1684.6886317593887,85.23129161805466,0.004130266112947794,3
covergirl,0.6000955882483682,258.6168057428661,68.4336859669223,0.004135124141913346,3
coverup,0.0605522248578418,6834.368472793937,141.54773210358817,0.007587139513674958,3
crab,0.0492214824944209,4813.979339079348,109.45547441233877,0.005824122546268404,3
crap,0.06200573768280175,1139.9125768114104,122.997019275781,0.006678424163048924,3
craven,0.04493770333864886,1614.135542691054,132.08493879570412,0.007179642428239045,3
creamer,0.07292117951692569,637.3726067293961,88.62593117805392,0.005011634938215086,3
creation,0.049173792491223736,3081.636616196537,inf,0.011718413199694305,3
creepier,0.05269856994038733,1099.0366497402922,78.43040506387274,0.003862881476793261,3
creepiest,0.07041177379373283,1132.7784395310955,83.71075135608362,0.004289691768901886,3
crimson,0.06384264987293455,248.3602048864982,120.97733142966749,0.006526938981049315,3
croatia,0.043028566121744376,682.1006516178387,82.31010330444248,0.0046042518626301645,3
crook,0.060307038632891774,864.6793553822847,83.6119441524963,0.004262497186730777,3
crookedhillari,0.19470656555070012,235.4534877699548,36.08962908782983,0.0013497695264980802,3
crosscurr,0.050160714195790636,2267.621767843545,123.04735326041977,0.006943715928972457,3
crosshair,0.13713967438193264,358.238231244559,75.0405665671255,0.004479693965550149,3
crosswalk,0.16174824704473328,269.1123898153715,83.6491055556537,0.005159386697501114,3
crowder,0.0737087906034171,1955.757526518016,185.48224390573014,0.011094147538351513,3
crumb,0.18548654645931173,1714.7005197976391,116.5053566572617,0.006132979409115204,3
cryptic,0.04212465383980067,1044.8528796870514,107.75981987251808,0.006057053996980255,3
ctv,0.321200743782596,321.0863107834085,53.8351811356049,0.002910946120708309,3
cuba,0.05935994880300671,1130.7675336860566,73.20788585921224,0.0035097172265806395,3
cuck,0.07412366256554112,870.9315061157602,78.76306546290361,0.004011586384218906,3
cuckserv,0.04543991345223332,1141.9100206340406,71.74247040435755,0.003454371296296541,3
cuomo,0.055597978679116325,873.0163159914354,117.3425337711402,0.006982687327617768,3
cur,0.045924896081791663,755.0270107276557,32.271036698658854,0.0011927694071180005,3
curri,0.055613507656668136,254.19555077126614,67.63096267402511,0.0031775366569165198,3
curv,0.04497078386293155,3373.708486847007,157.97654748405571,0.008659553744213616,3
cyndi,0.1879601518361226,2393.440312962727,105.19129503254152,0.005836012542874064,3
daca,0.08251686575435907,422.396881080702,51.65402038201028,0.002458365293146623,3
daft,0.06245263177305881,403.0925949440552,88.17723664335587,0.005301541284700867,3
dah,0.08607169771454648,365.1546366014865,47.962427621190436,0.002170559029345567,3
dakota,0.04423247161815734,4539.207220708304,297.4953620356525,0.01725026678994928,3
damon,0.058017250940912375,241.7219983993192,53.14588793034545,0.0030873235287172925,3
dampen,0.05090968720034108,545.277836830595,80.19163820081728,0.004782405482728731,3
dan,0.04278622770743794,1411.575193269579,106.4766843930828,0.005588026411245669,3
dana,0.05493066523159512,1381.6584188385427,101.0329688659713,0.005679044024000997,3
danney,0.11581074799866735,2221.6782085243226,195.99076331285775,0.0116196420343058,3
danni,0.056773042252848675,357.60372579597464,46.64993167847572,0.0021609608467684552,3
danon,0.05815533024058229,2203.410048022892,118.29522411929031,0.006312776095743167,3
databas,0.04553547607469627,644.0892389645772,42.82183684470164,0.001827285632377624,3
dave,0.05694942038798145,10894.004772013992,346.7475339945665,0.01998535632456,3
davi,0.04391983689864581,472.1644104570676,81.56764265021059,0.004567430386513877,3
daylight,0.05587415727184325,315.3177287566143,38.35894584629164,0.0015388198944424935,3
dcexamin,0.1803519361081248,241.086206681958,32.39913659437385,0.0013665987467017325,3
deadlock,0.04324717771213312,7500.025552366197,232.76451253210703,0.013286027707520959,3
dealer,0.04365112254231058,377.40344654430464,65.83009715590586,0.003066738359514198,3
dealership,0.07301051679562054,3018.5185709825373,136.93195201599434,0.007516383552792254,3
debar,0.2743931839202783,1441.382010109655,63.883942732264366,0.0030106829635501713,3
debbi,0.08423037804287045,2237.440794444799,132.5582437577589,0.0071166526139985545,3
debit,0.04711650161395695,6056.1720369765235,176.1012805681669,0.009803063768360052,3
debt,0.12794200577515194,6561.8053861906155,324.7114455467721,0.0185925341743291,3
debunk,0.06804947505166473,2339.391048066243,164.0587214630227,0.009053110406549708,3
decapit,0.042437732806619916,215.51766437188644,30.868806447915176,0.0013772742759808306,3
decontamin,0.044894634313306266,205.56473976879272,40.48437056259228,0.0015730728654899694,3
decreas,0.07520999137186246,2595.693137999982,218.40629066343297,0.01234579964217401,3
decrimin,0.09694164940412224,881.6472360698264,75.97652230523724,0.003778516379775208,3
deepest,0.04691021165047026,1303.7731958438285,51.6874641579572,0.002346885319589432,3
defac,0.05316962787592873,5473.292396208669,168.9675259690947,0.009356852074337854,3
defamatori,0.058846379505208574,665.707890978671,52.492635318882286,0.002195520480246862,3
deflat,0.05405835319945836,329.1017895959956,inf,0.005923768512003325,3
deirdr,0.11094394501707733,2255.1528005839114,175.0002874860559,0.00978178170789212,3
delano,0.07808076778996575,2481.9516767928044,155.47878800628976,0.008569654486650697,3
delinqu,0.09090259173283913,769.1281775243921,114.76827000766527,0.006229269562663453,3
delus,0.05240430682795556,2451.318587512274,179.59751556706013,0.010034471929382538,3
dementia,0.042960493699138416,509.38695907353554,71.2337723370258,0.0035470618853923564,3
demo,0.04905362099233534,1256.4750093658893,114.32833381357156,0.006103453055456154,3
democracynow,0.04305690052235346,537.2458732910563,64.17773756924822,0.003911964872447128,3
denier,0.0602111888973579,283.47065759371554,27.15410799929851,0.0011247701048202883,3
deniro,0.0645289157133307,4519.807650499024,141.78314797484654,0.00768750143602235,3
denmark,0.058782223145941996,289.09506961569315,51.19296763606656,0.0028338446812955337,3
dentist,0.0530513707486966,1020.2852944041083,39.58074004461758,0.0017844472775987031,3
depopul,0.044458200356252586,1638.7978275580747,109.24998826041237,0.005809084478827223,3
deport,0.06673221645709544,3453.4669703592376,178.03374845454113,0.009865921229883844,3
deprec,0.048768293103559485,650.1830755825398,42.90275264274557,0.0019387476838780336,3
dept,0.04731010858435024,229.3121768331144,43.27548967153743,0.0018166069118275602,3
deregul,0.04917088024172105,901.8309300535956,67.83639363098507,0.003175866064292464,3
deris,0.0425602412632969,1708.8964766210422,128.5352882806365,0.006886131674142214,3
derrick,0.08432817591398499,380.66295943834524,55.88763244934898,0.00264336367821409,3
dershowitz,0.04480836906400657,556.2366757856863,62.82209962873482,0.003222258651129154,3
descart,0.04299722053009848,566.1312879386734,45.3250543160388,0.0019563274468920653,3
desegreg,0.04131040170587605,535.282803919407,65.72628295336371,0.003321901219983897,3
despic,0.045505506567699416,888.8014907769577,80.66630054010795,0.003988883461926555,3
detaine,0.07501972192829304,1130.866660667729,92.05650363448349,0.004711716264159215,3
deutch,0.147235731911661,1189.0050742952114,105.21267789560402,0.005860552848991906,3
deviant,0.05333004380448792,514.0695503260334,42.95607404929576,0.0019667505850374024,3
devin,0.05063173566524184,2362.649334809617,189.45713167502373,0.010722979442953041,3
dew,0.08228494193064564,516.8293079703224,40.88426358201258,0.0016224557504988107,3
dhabi,0.04693041749345664,833.653595969812,73.23009679497166,0.003811624951758898,3
dhimmitud,0.1355060687899953,471.42856694056564,42.977022358057745,0.0022119335818682907,3
diablo,0.0588062878465659,2036.0098220246887,183.96286246330445,0.010258947230463446,3
diali,0.061871392153565824,1799.9506622589602,119.70146792525986,0.006332273544702707,3
diamond,0.05639342224575045,1792.9869101511122,158.07779412189782,0.008861975672253922,3
diaper,0.04660797433661346,3308.5100667026477,180.17769566659646,0.010336794449622969,3
diaz,0.06508111751420456,2522.919512162528,137.88190480657948,0.00795547317913715,3
dilbert,0.08831546084648575,3847.953485522965,91.66849237531832,0.004631544384669039,3
dime,0.15281385803110584,363.9161366627076,75.1073163031678,0.004333397880099006,3
dindu,0.1125633624370112,3831.3303845339024,156.5670149077863,0.008498854740647708,3
dinosaur,0.08409476071587635,1071.8395977566804,94.3479595965415,0.00489409423660928,3
dipshit,0.614702566127371,257.0771273495918,43.07068117781001,0.0019971653009128987,3
dir,0.08170580415752471,1120.1159269105856,103.91037357632368,0.0056067176183821656,3
disallow,0.04463003834655795,343.01994526024487,43.18095637624555,0.0017255435352803636,3
disarm,0.0640502952945574,4292.674279634838,197.32996920610756,0.011031502921735192,3
discharg,0.043114364099858096,537.9246126631991,53.916223073332034,0.00263807346780364,3
disclaim,0.09071970390996746,371.3888365665104,55.107574603145245,0.002790760069344132,3
discrimin,0.0475805420914536,3006.361859522968,157.79970265252967,0.008634527307333533,3
disenfranchis,0.054853106939406204,2274.6395569918045,170.23711444010843,0.00941513924869193,3
dishonesti,0.06177141567568052,2802.708037383509,197.05239984296375,0.010978974824298248,3
dismember,0.056802719994895064,1370.2848620320508,inf,0.00791510494248532,3
dispar,0.0456785396405676,871.180717759112,53.561555116363074,0.0022626857639082487,3
disproportion,0.04323990791805625,1097.4509911701373,125.103298518494,0.006660166724057979,3
disprov,0.047904890035886785,3202.2087811918536,164.90316357660132,0.009071596549078288,3
disqualif,0.06182358059605564,199.74623160527167,73.92628036698859,0.003660052191943311,3
disqualifi,0.07215116106641044,440.15197570328814,63.642756102822105,0.003074975897480431,3
dissatisfact,0.04753051227623577,709.5887717509203,57.799994246704884,0.003271404922210509,3
divert,0.04171307827001052,1899.1598816862147,91.40918167875029,0.004476937863047742,3
divvi,0.050529390605280056,1719.3909924884022,90.20074795352234,0.004826692213865798,3
dixon,0.04773569436796097,226.46218055582267,96.61075690168629,0.0050510292746016715,3
djibouti,0.048691630525304216,4844.347803278805,inf,0.010230480245709295,3
dmv,0.09266798056398637,564.9917907430809,71.07078991620834,0.003499186699073889,3
